ZMID,DEH,ZMMC,DW,基价,RGF,CLF,JXF,QTF
294,1-294,电动双梁桥式起重机 起重量15/3t以内 跨距31.5m以内,台,8313.4,5267.66,1026.05,2019.69,0
295,1-295,电动双梁桥式起重机 起重量20/5t以内 跨距19.5m以内,台,7145.31,4735.78,1005.45,1404.08,0
296,1-296,电动双梁桥式起重机 起重量20/5t以内 跨距31.5m以内,台,9958.1,5605.1,1079.82,3273.18,0
297,1-297,电动双梁桥式起重机 起重量30/5t以内 跨距19.5m以内,台,8294.97,5039.38,1068.4,2187.19,0
298,1-298,电动双梁桥式起重机 起重量30/5t以内 跨距31.5m以内,台,10077.94,6142.13,1162.06,2773.75,0
299,1-299,电动双梁桥式起重机 起重量50/10t以内 跨距19.5m以内,台,11329.08,6275.18,1760.61,3293.29,0
300,1-300,电动双梁桥式起重机 起重量50/10t以内 跨距31.5m以内,台,14292.08,7884.34,1854.94,4552.8,0
301,1-301,电动双梁桥式起重机 起重量75/20t以内 跨距19.5m以内,台,16885.44,9737.71,1980.88,5166.85,0
302,1-302,电动双梁桥式起重机 起重量75/20t以内 跨距31.5m以内,台,20117.47,11155.2,2102.76,6859.51,0
303,1-303,电动双梁桥式起重机 起重量100/20t以内 跨距22m以内,台,22053.27,12640.42,2851.36,6561.49,0
304,1-304,电动双梁桥式起重机 起重量100/20t以内 跨距31m以内,台,27806.59,13942.42,2984.08,10880.09,0
305,1-305,电动双梁桥式起重机 起重量150/30t以内 跨距22m以内,台,33720.64,19419.6,3179.13,11121.91,0
306,1-306,电动双梁桥式起重机 起重量150/30t以内 跨距31m以内,台,39540.39,21856.61,3331.11,14352.67,0
307,1-307,电动双梁桥式起重机 起重量200/30t以内 跨距22m以内,台,51682.16,27444.96,4161.02,20076.18,0
308,1-308,电动双梁桥式起重机 起重量200/30t以内 跨距31m以内,台,58693.66,29864.45,4352.54,24476.67,0
309,1-309,电动双梁桥式起重机 起重量250/30t以内 跨距22m以内,台,64823.5,33682.75,5140.5,26000.25,0
310,1-310,电动双梁桥式起重机 起重量250/30t以内 跨距31m以内,台,69974.27,37148.02,5352.9,27473.35,0
311,1-311,电动双梁桥式起重机 起重量300/50t以内 跨距22m以内,台,77288.07,40929.22,5560.65,30798.2,0
312,1-312,电动双梁桥式起重机 起重量300/50t以内 跨距31m以内,台,82818.78,45424.37,5702.84,31691.57,0
313,1-313,电动双梁桥式起重机 起重量400/80t以内 跨距31m以内,台,118237.5,64916.88,9804.52,43516.13,0
314,1-314,吊钩抓斗电磁三用桥式起重机 起重量5t以内 跨距19.5m以内,台,6177.42,4183.58,865.49,1128.35,0
315,1-315,吊钩抓斗电磁三用桥式起重机 起重量5t以内 跨距31.5m以内,台,7852.58,4933.39,947.86,1971.33,0
316,1-316,吊钩抓斗电磁三用桥式起重机 起重量10t以内 跨距19.5m以内,台,7149.23,4809.89,953.8,1385.54,0
317,1-317,吊钩抓斗电磁三用桥式起重机 起重量10t以内 跨距31.5m以内,台,8589.75,5461.25,1028.66,2099.84,0
318,1-318,吊钩抓斗电磁三用桥式起重机 起重量15t以内 跨距19.5m以内,台,8524.53,5376.43,1028.14,2119.96,0
319,1-319,吊钩抓斗电磁三用桥式起重机 起重量15t以内 跨距31.5m以内,台,10089.74,6510.24,1134.05,2445.45,0
320,1-320,吊钩抓斗电磁三用桥式起重机 起重量20t以内 跨距19.5m以内,台,10950.25,6352.9,1094.3,3503.05,0
321,1-321,吊钩抓斗电磁三用桥式起重机 起重量20t以内 跨距31.5m以内,台,13456.41,7715.42,1177.49,4563.5,0
322,1-322,双小车吊钩桥式起重机 起重量5+5t以内 跨距19.5m以内,台,6628.14,4507.49,861.66,1258.99,0
323,1-323,双小车吊钩桥式起重机 起重量5+5t以内 跨距31.5m以内,台,7775.52,5061.26,861.66,1852.6,0
324,1-324,双小车吊钩桥式起重机 起重量10+10t以内 跨距19.5m以内,台,7435.7,4792.37,928.89,1714.44,0
325,1-325,双小车吊钩桥式起重机 起重量10+10t以内 跨距31.5m以内,台,9578.77,5736.14,940.99,2901.64,0
326,1-326,双小车吊钩桥式起重机 起重量2×50/10t以内 跨距22m以内,台,22630.77,11361.98,2392.27,8876.52,0
327,1-327,双小车吊钩桥式起重机 起重量2×75/20t以内 跨距22m以内,台,28010.23,11714.16,5913.57,10382.5,0
328,1-328,双小车吊钩桥式起重机 起重量2×100/20t以内 跨距22m以内,台,29282.68,14696.16,3257.1,11329.42,0
329,1-329,双小车吊钩桥式起重机 起重量2×125/25t以内 跨距25m以内,台,29134.18,19970.59,3597.68,5565.91,0
330,1-330,双小车吊钩桥式起重机 起重量2×150/25t以内 跨距25m以内,台,35333.56,21897.65,3725.0,9710.91,0
331,1-331,双小车吊钩桥式起重机 起重量2×200/40t以内 跨距25m以内,台,49593.58,27360.91,4403.45,17829.22,0
332,1-332,双小车吊钩桥式起重机 起重量2×250/50t以内 跨距25m以内,台,58254.47,31934.16,5372.91,20947.4,0
333,1-333,双小车吊钩桥式起重机 起重量2×300/50t以内 跨距25m以内,台,69547.48,35882.69,5797.99,27866.8,0
334,1-334,锻造桥式起重机 起重量5/20t以内 跨距22.5m以内,台,14320.71,9702.19,1086.14,3532.38,0
335,1-335,锻造桥式起重机 起重量80/30t以内 跨距22.5m以内,台,28988.19,18266.59,3057.41,7664.19,0
336,1-336,锻造桥式起重机 起重量150/50t以内 跨距28m以内,台,56290.71,33696.24,4382.45,18212.02,0
337,1-337,锻造桥式起重机 起重量200/80t以内 跨距28m以内,台,70739.77,45874.08,5030.53,19835.16,0
338,1-338,锻造桥式起重机 起重量300/100/15t以内 跨距32m以内,台,102653.2,66850.94,6662.51,29139.71,0
339,1-339,淬火桥式起重机 起重量10t以内 跨距22.5m以内,台,8583.15,4782.34,942.37,2858.44,0
340,1-340,淬火桥式起重机 起重量15/3t以内 跨距22.5m以内,台,9723.8,5540.78,1019.33,3163.69,0
341,1-341,淬火桥式起重机 起重量30/5t以内 跨距22.5m以内,台,11885.1,6845.52,1184.14,3855.44,0
342,1-342,淬火桥式起重机 起重量40/10t以内 跨距22.5m以内,台,13702.54,8062.37,1372.84,4267.33,0
343,1-343,淬火桥式起重机 起重量75/20t以内 跨距29.5m以内,台,22808.63,13591.49,2338.75,6878.39,0
344,1-344,淬火桥式起重机 起重量100/20t以内 跨距28m以内,台,33097.88,18585.89,3257.04,11254.95,0
345,1-345,淬火桥式起重机 起重量150/30t以内 跨距28m以内,台,47594.57,26715.22,4331.35,16548.0,0
346,1-346,加料及双钩挂梁桥式起重机 起重量3/10t以内 跨距16.5m以内,台,19641.36,10693.25,2096.41,6851.7,0
347,1-347,加料及双钩挂梁桥式起重机 起重量5/20t以内 跨距19m以内,台,24193.58,12191.95,2196.63,9805.0,0
348,1-348,加料及双钩挂梁桥式起重机 起重量5/20t以内 跨距19.5m以内,台,8584.63,6004.46,845.51,1734.66,0
349,1-349,加料及双钩挂梁桥式起重机 起重量5/20t以内 跨距31.5m以内,台,10638.55,6732.62,954.71,2951.22,0
350,1-350,加料及双钩挂梁桥式起重机 起重量20+20t以内 跨距19m以内,台,12536.09,8966.78,1243.68,2325.63,0
351,1-351,加料及双钩挂梁桥式起重机 起重量20+20t以内 跨距28m以内,台,15141.12,10222.75,1362.33,3556.04,0
352,1-352,吊钩门式起重机 起重量5t以内 跨距26m以内,台,11286.87,7999.49,1039.74,2247.64,0
353,1-353,吊钩门式起重机 起重量5t以内 跨距35m以内,台,12258.28,8754.67,1113.6,2390.01,0
354,1-354,吊钩门式起重机 起重量10t以内 跨距26m以内,台,12592.77,8837.76,1105.79,2649.22,0
355,1-355,吊钩门式起重机 起重量10t以内 跨距35m以内,台,14541.67,9523.58,1181.67,3836.42,0
356,1-356,吊钩门式起重机 起重量15/3t以内 跨距26m以内,台,15087.95,9372.38,1201.27,4514.3,0
357,1-357,吊钩门式起重机 起重量15/3t以内 跨距35m以内,台,16820.91,10672.7,1282.16,4866.05,0
358,1-358,吊钩门式起重机 起重量20/5t以内 跨距26m以内,台,17283.67,10923.89,1277.72,5082.06,0
359,1-359,吊钩门式起重机 起重量20/5t以内 跨距35m以内,台,20528.05,12340.32,1383.67,6804.06,0
360,1-360,梁式起重机 电动单梁起重机 起重量3t以内 跨距17m以内,台,1693.52,1152.77,290.16,250.59,0
361,1-361,梁式起重机 电动单梁起重机 起重量10t以内 跨距17m以内,台,2097.92,1433.76,321.95,342.21,0
362,1-362,梁式起重机 手动单梁起重机 起重量3t以内 跨距14m以内,台,1204.63,699.94,284.64,220.05,0
363,1-363,梁式起重机 手动单梁起重机 起重量10t以内 跨距14m以内,台,1500.23,936.62,313.02,250.59,0
364,1-364,梁式起重机 电动单梁悬挂起重机 起重量3t以内 跨距12m以内,台,1568.51,1064.06,284.4,220.05,0
365,1-365,梁式起重机 手动单梁悬挂起重机 起重量3t以内 跨距17m以内,台,1417.93,917.66,280.22,220.05,0
366,1-366,梁式起重机 手动双梁起重机 起重量10t以内 跨距13m以内,台,1729.52,1081.78,305.53,342.21,0
367,1-367,梁式起重机 手动双梁起重机 起重量10t以内 跨距17m以内,台,2238.39,1290.24,310.49,637.66,0
368,1-368,梁式起重机 手动双梁起重机 起重量20t以内 跨距13m以内,台,2173.39,1403.95,321.3,448.14,0
369,1-369,梁式起重机 手动双梁起重机 起重量20t以内 跨距17m以内,台,2273.44,1482.58,342.72,448.14,0
370,1-370,壁行及旋臂起重机 电动壁行悬臂式起重机 臂长6m以内 起重量1t以内,台,1365.38,1107.98,151.06,106.34,0
371,1-371,壁行及旋臂起重机 电动壁行悬臂式起重机 臂长6m以内 起重量5t以内,台,2084.21,1613.62,189.46,281.13,0
372,1-372,壁行及旋臂起重机 电动旋臂壁式起重机 臂长6m以内 起重量1t以内,台,977.73,731.81,139.58,106.34,0
373,1-373,壁行及旋臂起重机 电动旋臂壁式起重机 臂长6m以内 起重量5t以内,台,1459.79,1018.46,160.2,281.13,0
374,1-374,壁行及旋臂起重机 手动旋臂壁式起重机 臂长6m以内 起重量0.5t以内,台,792.11,596.74,126.93,68.44,0
375,1-375,壁行及旋臂起重机 手动旋臂壁式起重机 臂长6m以内 起重量3t以内,台,1055.26,686.26,156.31,212.69,0
376,1-376,壁行及旋臂起重机 电动悬臂立柱式起重机 臂长6m以内 起重量1t以内,台,1106.49,852.77,147.38,106.34,0
377,1-377,壁行及旋臂起重机 电动悬臂立柱式起重机 臂长6m以内 起重量5t以内,台,1659.47,1150.75,166.51,342.21,0
378,1-378,壁行及旋臂起重机 手动悬臂立柱式起重机 臂长6m以内 起重量0.5t以内,台,864.27,672.96,122.87,68.44,0
379,1-379,壁行及旋臂起重机 手动悬臂立柱式起重机 臂长6m以内 起重量3t以内,台,1289.26,918.1,158.47,212.69,0
380,1-380,电动葫芦及单轨小车 电动葫芦 起重量2t以内,台,256.18,213.31,42.87,0.0,0
381,1-381,电动葫芦及单轨小车 电动葫芦 起重量10t以内,台,1119.24,774.96,54.53,289.75,0
382,1-382,电动葫芦及单轨小车 单轨小车 起重量5t以内,台,241.62,202.8,38.82,0.0,0
383,1-383,电动葫芦及单轨小车 单轨小车 起重量10t以内,台,330.51,288.67,41.84,0.0,0
384,1-384,钢梁上安装轨道[钢统 1001] 焊接式 纵向孔距(Amm)横向孔距(Bmm) 每750mm焊120mm 轨道型号 □50×50,10m,558.6,432.67,37.59,88.34,0
385,1-385,钢梁上安装轨道[钢统 1001] 焊接式 纵向孔距(Amm)横向孔距(Bmm) 每750mm焊120mm 轨道型号 □60×60,10m,585.09,449.81,38.41,96.87,0
386,1-386,钢梁上安装轨道[钢统 1001] 弯钩螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=675 轨道型号 □24kg/m,10m,749.26,426.67,254.68,67.91,0
387,1-387,钢梁上安装轨道[钢统 1001] 弯钩螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=675 轨道型号 □38kg/m,10m,1069.44,484.46,496.91,88.07,0
388,1-388,钢梁上安装轨道[钢统 1001] 弯钩螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=675 轨道型号 □43kg/m,10m,1086.02,497.18,497.32,91.52,0
389,1-389,钢梁上安装轨道[钢统 1001] 弯钩螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=675 轨道型号 □50kg/m,10m,1155.06,514.32,535.26,105.48,0
390,1-390,"钢梁上安装轨道[钢统 1001] 压板螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=600,B=220 轨道型号 38kg/m",10m,2212.96,524.3,1562.12,126.54,0
391,1-391,"钢梁上安装轨道[钢统 1001] 压板螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=600,B=220 轨道型号 43kg/m",10m,2304.46,536.64,1637.85,129.97,0
392,1-392,"钢梁上安装轨道[钢统 1001] 压板螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=600,B=220 轨道型号 QU70",10m,2181.73,547.39,1507.03,127.31,0
393,1-393,"钢梁上安装轨道[钢统 1001] 压板螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=600,B=220 轨道型号 QU80",10m,2231.41,574.51,1512.74,144.16,0
394,1-394,"钢梁上安装轨道[钢统 1001] 压板螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=600,B=260 轨道型号 QU100",10m,3572.95,630.29,2771.91,170.75,0
395,1-395,"钢梁上安装轨道[钢统 1001] 压板螺栓式 纵向孔距(Amm)横向孔距(Bmm) A=600,B=260 轨道型号 QU120",10m,3773.17,683.28,2903.14,186.75,0
396,1-396,砼梁上安装轨道[G325] 标准图号(DGL-1.2.3) 钢底板螺栓焊接式(纵向孔距A=600mm) 横向孔距(Bmm) 240以内 轨道型号,10m,1672.17,658.18,867.57,146.42,0
397,1-397,砼梁上安装轨道[G325] 标准图号(DGL-1.2.3) 钢底板螺栓焊接式(纵向孔距A=600mm) 横向孔距(Bmm) 240以内 轨道型号,10m,1693.63,667.73,874.37,151.53,0
398,1-398,砼梁上安装轨道[G325] 标准图号(DGL-1.2.3) 钢底板螺栓焊接式(纵向孔距A=600mm) 横向孔距(Bmm) 240以内 轨道型号,10m,1791.86,683.28,954.54,154.04,0
399,1-399,砼梁上安装轨道[G325] 标准图号(DGL-4.5.6) 压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 240以内 轨道型号 24,10m,1670.79,639.02,923.54,108.23,0
400,1-400,砼梁上安装轨道[G325] 标准图号(DGL-7.8.9.10) 压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 260以内 轨道型号,10m,2364.52,753.79,1470.53,140.2,0
401,1-401,砼梁上安装轨道[G325] 标准图号(DGL-11.12.13.14.15) 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bm,10m,2725.87,776.5,1807.77,141.6,0
402,1-402,砼梁上安装轨道[G325] 标准图号(DGL-16.17.18) 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280,10m,2931.2,792.0,1990.08,149.12,0
403,1-403,砼梁上安装轨道[G325] 标准图号(DGL-19.20.21.22.23) 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bm,10m,3451.33,825.5,2449.15,176.68,0
404,1-404,砼梁上安装轨道[G325] 标准图号(DGL-24.25) 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内,10m,3517.31,902.4,2422.5,192.41,0
405,1-405,砼梁上安装轨道[G325] 标准图号(DGL-26.27) 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内,10m,3643.04,960.53,2472.33,210.18,0
406,1-406,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-1 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2008.82,713.95,1168.98,125.89,0
407,1-407,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-2 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2027.17,727.87,1180.22,119.08,0
408,1-408,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-3 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2201.43,711.55,1374.01,115.87,0
409,1-409,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-4 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2232.2,727.87,1385.25,119.08,0
410,1-410,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-5 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2440.8,757.78,1544.13,138.89,0
411,1-411,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-6 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2502.96,829.87,1514.4,158.69,0
412,1-412,GBll0 鱼腹式混凝土梁上安装轨道 标准图号 GB109 DGL-7 弹性(分段)垫压板螺栓式(纵向孔距A=750mm) 横向孔距(Bmm),10m,2619.69,888.82,1555.33,175.54,0
413,1-413,C7221 鱼腹式砼梁上安装轨道[C7224] 标准图号 DGL-1.2.3 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bm,10m,2473.77,717.12,1672.9,83.75,0
414,1-414,C7221 鱼腹式砼梁上安装轨道[C7224] 标准图号 DGL-4 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 2,10m,2676.8,733.87,1852.1,90.83,0
415,1-415,C7221 鱼腹式砼梁上安装轨道[C7224] 标准图号 DGL-5.6 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm),10m,3652.02,763.73,2782.78,105.51,0
416,1-416,C7221 鱼腹式砼梁上安装轨道[C7224] 标准图号 DGL-7 弹性(全长)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 2,10m,3846.91,763.73,2977.67,105.51,0
417,1-417,C7221 鱼腹式砼梁上安装轨道[C7224] 标准图号 DGL-8 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 2,10m,3712.23,832.66,2759.38,120.19,0
418,1-418,C7221 鱼腹式砼梁上安装轨道[C7224] 标准图号 DGL-9 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 2,10m,3811.19,892.03,2784.55,134.61,0
419,1-419,混凝土梁上安装轨道[DJ46] 标准图号 DGL-1.2 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 240以内 轨,10m,2513.3,776.06,1644.46,92.78,0
420,1-420,混凝土梁上安装轨道[DJ46] 标准图号 DGL-3 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 260以内 轨道型,10m,3050.52,789.65,2164.66,96.21,0
421,1-421,混凝土梁上安装轨道[DJ46] 标准图号 DGL-3 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 260以内 轨道型,10m,3018.67,802.37,2122.61,93.69,0
422,1-422,混凝土梁上安装轨道[DJ46] 标准图号 DGL-4 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内 轨道型,10m,3084.04,826.7,2144.77,112.57,0
423,1-423,混凝土梁上安装轨道[DJ46] 标准图号 DGL-4 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内 轨道型,10m,3017.11,851.38,2052.54,113.19,0
424,1-424,混凝土梁上安装轨道[DJ46] 标准图号 DGL-5 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内 轨道型,10m,3454.5,826.7,2513.51,114.29,0
425,1-425,混凝土梁上安装轨道[DJ46] 标准图号 DGL-5 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内 轨道型,10m,3385.85,851.38,2421.28,113.19,0
426,1-426,混凝土梁上安装轨道[DJ46] 标准图号 DGL-6 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内 轨道型,10m,3389.18,899.57,2363.83,125.78,0
427,1-427,混凝土梁上安装轨道[DJ46] 标准图号 DGL-7 弹性(分段)垫压板螺栓式(纵向孔距A=600mm) 横向孔距(Bmm) 280以内 轨道型,10m,3641.51,958.56,2538.8,144.15,0
428,1-428,电动壁行悬臂起重机轨道安装 安装部位 在上部钢梁上安装侧轨 固定型式 角钢焊接螺栓式 轨道型号 □50×50,10m,903.31,481.25,277.32,144.74,0
429,1-429,电动壁行悬臂起重机轨道安装 安装部位 在上部钢梁上安装侧轨 固定型式 角钢焊接螺栓式 轨道型号 □60×60,10m,958.05,504.0,289.73,164.32,0
